Pays_indic,Country Name,Country Code,Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
THA_GDP per capita (current US$),Thailand,THA,GDP per capita (current US$),2007.7351750668302,1893.2640598789103,2096.18799866778,2359.11686709087,2660.1269982933,2894.06265596401,3369.5434028698805,3973.0169914823705,4379.65852387961,4213.00633872183,5076.340174387079,5492.12125590558,5860.58250725599,6168.26298501219,5951.88370233604,5840.04652294326,5994.23147547156,6592.91490169864,7295.47561612095
THA_Gross capital formation (% of GDP),Thailand,THA,Gross capital formation (% of GDP),22.282605694087803,23.1124372100211,22.7441937694577,23.829298673817,25.681414702481103,30.420750863067397,27.0116433930542,25.496014290403103,28.226434951775197,20.6363983767118,25.3566546340746,26.791458246844897,28.024165714601104,27.4571011829666,23.9190249715407,22.3556682911723,21.1022302750128,22.929314603361302,25.1872772916217
"THA_Unemployment, total (% of total labor force) (modeled ILO estimate)",Thailand,THA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.3889999389648398,2.5999999046325697,1.82000005245209,1.53999996185303,1.5099999904632602,1.35000002384186,1.22000002861023,1.17999994754791,1.17999994754791,0.935999989509583,0.621999979019165,0.6600000262260439,0.5799999833106989,0.488999992609024,0.575999975204468,0.597000002861023,0.6880000233650211,0.8299999833106991,0.765999972820282
TLS_Exports of goods and services (current US$),Timor-Leste,TLS,Exports of goods and services (current US$),38963800.000000164,42831099.99999999,36638100.00000002,33673600.00000001,32944800.000000022,32989300.000000015,41881700.00000002,54262600.00000002,60613399.99999999,66632500.0,75531100.00000001,66781100.00000001,82662600.00000001,77944399.99999994,66178099.99999998,48508500.00000007,51780399.99999999,38179999.99999998,45614399.999999925
TLS_GDP (current US$),Timor-Leste,TLS,GDP (current US$),367087900.0,477457500.0,469461100.0,490400300.0,440732900.0,462261800.0,453796000.0,542795300.0,648492700.0,726881600.0,881826900.0,1054725400.0,1147779600.0,1395524600.0,1447311400.0,1594410800.0,1650608600.0,1599338100.0,1559894900.0
TLS_GDP per capita (current US$),Timor-Leste,TLS,GDP per capita (current US$),415.085948577851,529.793700497329,508.793923012396,517.787095030345,453.478829459622,464.52169806106696,446.45977300990097,523.735517063042,614.4340084761579,676.6239992106321,806.4091015918269,947.51332029527,1013.0500249780699,1210.03264559371,1232.4560962795,1332.7828591777,1353.74792501854,1286.4057506830802,1230.2281911588
TLS_Gross capital formation (% of GDP),Timor-Leste,TLS,Gross capital formation (% of GDP),33.516577364712894,30.203965798003,27.9091281471457,22.3048395361911,17.1014462500984,15.8015436274423,12.139904274167199,18.6637393507276,31.324130556905303,48.8602132726981,42.7125550377291,69.5103104561623,60.683166001556394,41.7799585904827,43.1385533203152,36.8401041939756,39.5931537010046,34.2865401630837,34.3318771027458
"TLS_Unemployment, total (% of total labor force) (modeled ILO estimate)",Timor-Leste,TLS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.31299996376038,3.3110001087188703,3.3499999046325697,3.3550000190734903,3.31900000572205,3.2739999294281,3.1800000667572004,3.0999999046325697,3.07399988174438,3.25600004196167,3.30100011825562,3.52999997138977,3.77600002288818,4.03499984741211,4.23299980163574,4.44899988174438,4.657000064849849,4.56599998474121,4.47900009155273
TUN_Exports of goods and services (current US$),Tunisia,TUN,Exports of goods and services (current US$),8491938425.621921,9447973865.295036,9438489132.728422,10839425688.785395,13165877157.767944,14501002004.008013,15823365890.308022,19876619322.615887,24966398831.26371,19572021032.36316,21804038004.7506,22232703509.021202,21867213009.79577,21722533390.779858,21398480296.87225,17302355220.2284,16731378026.070765,17441638422.74944,19203181079.753716
TUN_GDP (current US$),Tunisia,TUN,GDP (current US$),21473188881.5933,22066101341.4888,23142294436.2383,27453084982.5378,31183139301.4853,32273007553.5687,34378437265.2141,38908069299.204,44856586316.0458,43454935940.1614,44050929160.2627,45810626509.4474,45044112939.3687,46251061734.4741,47632326088.237,43173480831.9739,41801210428.3054,39802430354.6334,39770297328.9509
TUN_GDP per capita (current US$),Tunisia,TUN,GDP per capita (current US$),2211.82681728547,2253.04470970244,2344.41353342533,2760.41431350156,3111.38270290128,3193.20656949373,3370.03392588511,3775.75001016077,4307.15587838971,4128.46278261191,4141.97635336459,4264.67494604737,4152.6785870758295,4222.70324540611,4305.47416504835,3861.68853113497,3697.9308312606395,3481.22873876516,3438.7890891462703
TUN_Gross capital formation (% of GDP),Tunisia,TUN,Gross capital formation (% of GDP),26.0827022454159,26.179263855858103,23.810536937637895,23.323240975538102,23.2783879954478,21.6794440065917,23.448731033246897,23.836066494440104,26.0498879998842,25.147334399051104,25.996558532697897,23.5200535878757,24.890269833869702,23.198095392718802,23.1697363767446,19.995607463062,18.4175121674147,19.2937548027996,20.9712353231751
"TUN_Unemployment, total (% of total labor force) (modeled ILO estimate)",Tunisia,TUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",14.9399995803833,14.3999996185303,14.5500001907349,14.5100002288818,14.229999542236301,12.8719997406006,12.5100002288818,12.3649997711182,12.442999839782699,13.289999961853,13.048999786377001,18.3339996337891,17.6299991607666,15.934000015258801,15.0579996109009,15.2180004119873,15.513999938964801,15.378999710083,15.4589996337891
TUR_Exports of goods and services (current US$),Turkey,TUR,Exports of goods and services (current US$),54534716875.585754,54840476498.530556,60314788748.62407,72376376801.973,96593414997.76207,110762734863.77827,124756251343.76051,149137981679.63333,181566330614.83752,151740208196.6807,164671551280.73462,192867879651.7026,214511143044.02563,227889295515.03696,236663500409.42508,212027334837.67245,200753382790.68152,223675672206.54404,242892992562.1234
TUR_GDP (current US$),Turkey,TUR,GDP (current US$),274302959127.23898,201753343273.96,240248965617.668,314595397485.462,408865286824.66797,506314592066.54205,557076027808.823,681321211458.1329,770449330198.346,649289324631.255,776967610957.2859,838785707000.17,880555967207.49,957799371565.729,938934394763.917,864314287105.727,869683121562.5309,858988610574.035,778381859840.942
TUR_GDP per capita (current US$),Turkey,TUR,GDP per capita (current US$),4337.47814131056,3142.9551896785997,3687.89027802495,4760.14894922884,6101.47160805958,7456.3877151334,8102.1214888943005,9791.65157352724,10940.991249959301,9103.70987859135,10742.4300726761,11420.773264611202,11795.316711751999,12614.4802575975,12157.3379609015,11006.2497363978,10895.3186924719,10591.4743712025,9455.59365384828
TUR_Gross capital formation (% of GDP),Turkey,TUR,Gross capital formation (% of GDP),23.7182041897325,18.0254338522441,21.1075895428502,22.308623573286,24.9817147943961,26.8036143079629,29.3486961478363,28.6014978793693,28.7390137075188,22.816344128789897,26.7525140805162,31.003330557438602,28.0728597300492,29.6194607832995,28.967463364510103,28.1992021715335,28.019603610576898,30.6942181018639,29.2825965105643
"TUR_Unemployment, total (% of total labor force) (modeled ILO estimate)",Turkey,TUR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.494999885559079,8.38099956512451,10.3579998016357,10.541999816894501,10.838000297546401,10.6359996795654,8.7180004119873,8.86800003051758,9.71000003814697,12.552000045776401,10.6599998474121,8.79599952697754,8.14900016784668,8.73200035095215,9.88000011444092,10.236000061035199,10.83899974823,10.819000244140598,10.890000343322802
UGA_Exports of goods and services (current US$),Uganda,UGA,Exports of goods and services (current US$),659668069.1606956,672714062.0112901,692819583.9301097,752307745.7009158,1008067256.6256404,1310093940.0496361,1524126923.6640635,1990712052.6242661,3506150651.5128264,4677180750.951608,3687465011.9255233,3583197948.465006,4230158408.06218,4774874221.329668,4874969999.048464,4170603023.9908624,3629243939.2359486,5124374696.992873,4968292701.295896
UGA_GDP (current US$),Uganda,UGA,GDP (current US$),6193246837.09687,5840503868.57246,6178563590.89254,6606884390.7801895,7939487473.86318,9239221858.558392,9977647644.69953,11902564401.3238,14440404021.4881,25019909334.6707,26558906013.7722,27752712167.4799,27188666946.7055,28791625559.2282,32472363451.8826,32248116583.6813,29078719933.9986,30756466548.0543,32916147253.2718
UGA_GDP per capita (current US$),Uganda,UGA,GDP per capita (current US$),261.868997701026,239.47318593277302,245.500079364729,254.30115537114798,296.014300645609,333.731636524744,349.217100086696,403.66370355395895,474.517918448298,796.530924443729,819.007315885977,829.0103449328751,786.728052790667,806.5955214099989,879.720233346557,843.629415815721,733.431251236802,747.196907377979,770.452453254239
UGA_Gross capital formation (% of GDP),Uganda,UGA,Gross capital formation (% of GDP),19.483821715744,19.302059418427103,20.2174228043798,20.984141578943,20.145689916842603,22.3551458569451,21.130370024996,22.0830552691777,22.9777738427331,26.204460466799997,26.3006315661275,26.0903597601048,25.5392100843508,30.9523676794517,26.219859651960697,23.1397162512564,24.780692040034598,24.6142065733772,24.925952793229698
"UGA_Unemployment, total (% of total labor force) (modeled ILO estimate)",Uganda,UGA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.8289999961852996,3.1300001144409197,3.5,3.5999999046325697,2.68300008773804,1.89999997615814,2.19300007820129,2.50300002098084,2.88599991798401,3.5999999046325697,3.62400007247925,3.58200001716614,3.55100011825562,1.9099999666213998,1.87999999523163,1.85899996757507,1.8329999446868899,1.78999996185303,1.74899995326996
UKR_Exports of goods and services (current US$),Ukraine,UKR,Exports of goods and services (current US$),19521221884.90559,19941549859.45907,22091578117.373173,27388564892.08091,39057153600.3008,41949382402.872375,47525544554.45537,60543960396.03955,79896529465.3707,51428149707.36223,63998815464.4894,81280184748.23047,83884244775.37228,78744026022.76996,64873261712.67039,47880172307.24157,46023216039.888405,53867411624.04214,59166743258.39595
UKR_GDP (current US$),Ukraine,UKR,GDP (current US$),31261527363.143997,37972301334.6736,42351593887.2827,50084197498.4529,64819702951.6826,86057915585.3026,107647920792.07901,142579603960.396,179816790704.73898,117113410001.027,136013155905.036,163159671670.265,175781379051.433,183310146378.08102,133503411375.739,91030959454.6961,93355993628.5042,112190355158.17801,130901858421.72
UKR_GDP per capita (current US$),Ukraine,UKR,GDP per capita (current US$),635.700535075575,780.3211788706191,878.6187489413451,1047.50279047739,1366.01647647823,1826.93139114817,2300.76970925872,3065.6112939084196,3887.24233680525,2542.9954241752203,2965.13971520617,3569.7581208389793,3855.4177285673204,4029.7112516254497,3104.6432060954103,2124.6623187838,2187.73050991433,2640.67567655839,3096.81740221352
UKR_Gross capital formation (% of GDP),Ukraine,UKR,Gross capital formation (% of GDP),19.630152290233397,25.373178228451298,23.4957223281174,25.6151622710458,24.6371557184955,26.3266375070575,28.8130355283635,32.8258523638697,32.5112365660083,19.8511924984712,20.8733807324065,22.4369245633239,21.715507354401602,18.488627475604,13.3964957165318,15.933316034244198,21.724162361598896,19.946968412289802,18.5868040069696
"UKR_Unemployment, total (% of total labor force) (modeled ILO estimate)",Ukraine,UKR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.7069997787476,11.0609998703003,10.1359996795654,9.057000160217289,8.590000152587889,7.17999982833862,6.80999994277954,6.35099983215332,6.36299991607666,8.84000015258789,8.10000038146973,7.85099983215332,7.52899980545044,7.17000007629395,9.27000045776367,9.14000034332275,9.35000038146973,9.51000022888184,8.79899978637695
URY_Exports of goods and services (current US$),Uruguay,URY,Exports of goods and services (current US$),3811049833.1411085,3511970183.0275335,2805886753.063925,3304408127.7047505,4394994711.232212,5279006690.438129,5932087138.368906,6810249649.634996,9171514626.484177,8579858660.152388,10612138803.045517,12672707379.051163,13287539942.858145,13435347409.084194,13474880881.090103,11974918857.767977,11289661016.896631,12756758079.74141,12517888056.615978
URY_GDP (current US$),Uruguay,URY,GDP (current US$),22823255803.0657,20898788417.4371,13606494597.2917,12045631091.1744,13686329889.6112,17362857684.8695,19579457964.7544,23410572633.2882,30366213118.4076,31660911278.5627,40284481653.4343,47962439302.6658,51264390114.2305,57531233351.2089,57236013087.7063,53274304222.1829,52687612262.177,59530088537.3307,59596885024.3487
URY_GDP per capita (current US$),Uruguay,URY,GDP per capita (current US$),6875.02132792057,6284.45590069056,4090.89926678324,3624.1980520239704,4120.5566108595,5226.9378060256795,5887.84870298482,7026.5114908980795,9091.07903890419,9451.93244915707,11992.016626633502,14236.6811883717,15171.5846627498,16973.674213109898,16831.972944543602,15613.7642726566,15387.14403013,17322.1473894404,17277.9701105496
URY_Gross capital formation (% of GDP),Uruguay,URY,Gross capital formation (% of GDP),14.457020903239,14.327939783098099,13.0729059469696,15.206308842957199,17.468462805383503,17.6988581559264,19.4605734146319,19.5260553001611,23.2080945951331,19.624774516651698,19.4076054816951,20.8823110082276,22.915379736953103,22.484412008299103,21.2028122356736,19.7053904003108,17.798388666667897,15.1639836136765,16.549079435461
"URY_Unemployment, total (% of total labor force) (modeled ILO estimate)",Uruguay,URY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.626999855041499,15.052000045776401,16.6480007171631,16.6609992980957,12.979999542236301,12.0089998245239,10.8439998626709,9.40299987792969,8.02600002288818,7.7399997711181605,7.15799999237061,6.30700016021729,6.4510002136230495,6.4439997673034695,6.54699993133545,7.48799991607666,7.84100008010864,7.889999866485599,8.336000442504881
USA_Exports of goods and services (current US$),United States,USA,Exports of goods and services (current US$),1096255000000.0016,1024635999999.9999,998741000000.0,1036177000000.0006,1177631000000.0,1305224999999.999,1472612999999.9937,1660852999999.999,1837054999999.9956,1581995999999.997,1846280000000.007,2102995000000.0012,2191279999999.9963,2273427999999.997,2371703999999.993,2265861999999.9985,2227173999999.9985,2374560000000.0073,2528703999999.994
USA_GDP (current US$),United States,USA,GDP (current US$),10252345464000.0,10581821399000.0,10936419054000.0,11458243878000.0,12213729147000.0,13036640230000.0,13814611414000.0,14451858656000.0,14712844084000.0,14448933025000.0,14992052727000.0,15542581104000.0,16197007349000.0,16784849196000.0,17527163695000.0,18224704440000.0,18714960538000.0,19519353692000.0,20580159776000.0
