Pays_indic,Country Name,Country Code,Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Simple Indicator
"BLZ_Exports of goods and services, PPP (constant 2017 international $) per capita",Belize,BLZ,"_Exports of goods and services, PPP (constant 2017 international $) per capita",2789.9583930391495,2857.462698597682,3012.456941632147,2995.8029438254416,3243.559484437773,3454.61374477199,3380.770450272585,3571.1662458155993,3843.1604079168796,3727.3937795634565,4021.9543272206665,4570.48352352082,4512.030087689694,4636.246227848915,3757.9879602320593,4257.155084621149,4492.613486723146,4627.011775856559,4647.200229499368,4492.482499513808,4269.428900830854,3744.2151211764944,3908.19081619259,4107.444526670493,exports_hab
"BLZ_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Belize,BLZ,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",8281.721105225919,8376.025984458645,8691.974856785611,8512.787749739531,9086.209535086264,9545.054164766894,9207.690823994153,9584.160560984046,10157.38172359236,9698.126407938253,10300.512016326831,11597.446189161292,11349.055768877051,11562.935193966068,9295.122404977586,10443.83355046464,10900.127102254715,11108.403984995291,11040.45373379174,10478.001484572966,9822.965937616464,8408.375957142896,8723.614926548893,9068.05107498598,exports_labor_unit
"BLZ_GDP per capita, PPP (constant 2017 international $)",Belize,BLZ,"GDP per capita, PPP (constant 2017 international $)",5817.13851747344,5714.534261569411,5707.649089431589,5697.45009654349,5971.18195615391,6521.380706639399,6619.668002113271,6739.490133134399,7175.828644960991,7326.85832005764,7277.83205322578,7431.40892856573,7277.09636370938,7339.4810963803,7172.504795432221,7208.9012647463505,7174.5169921222,7178.91537694625,7110.1025777881705,7209.03758048205,7259.02420475018,7117.94388938412,7108.866700237191,7118.331931255021,gdb_hab
"BLZ_GDP, PPP (constant 2017 international $)",Belize,BLZ,"GDP, PPP (constant 2017 international $)",1203932438.99186,1220990248.46397,1264700885.23625,1311803700.02856,1427040833.33731,1612835269.46252,1688432379.62302,1768293942.1515398,1933347632.66861,2025905632.92922,2065448736.70548,2164984931.75013,2176033740.1582,2251921608.43469,2256864496.40673,2324611137.4351697,2369290967.92746,2426473397.40783,2458069112.68004,2547428773.66462,2620021383.2931,2622250528.84911,2671291731.08143,2726826531.2377896,gdp
BLZ_Gross capital formation (% of GDP),Belize,BLZ,Gross capital formation (% of GDP),21.707310151056102,20.3558851969757,20.1738201217809,19.0659563831215,24.589109518935498,31.708022354425804,24.8897391604768,24.0256472623101,20.6364056939502,19.673462690826103,21.1503516174402,19.4244473825559,19.9006487889273,25.9200022200022,19.360164730888897,15.5149615161197,15.5013177710843,14.981820868080598,17.775620488793198,17.9617151792158,20.6052616312797,21.423593037012,18.6929979309594,18.9596034630184,FBCF
"BLZ_Labor force, total",Belize,BLZ,"Labor force, total",69722.0,72891.0,76795.0,81027.0,85313.0,89510.0,93651.0,97765.0,101940.0,106272.0,110813.0,114811.0,118883.0,123023.0,127214.0,131444.0,136111.0,140788.0,145520.0,151507.0,156875.0,164047.0,168345.0,173515.0,labor_force
"BLZ_Population, total",Belize,BLZ,"Population, total",206963.0,213664.0,221580.0,230244.0,238988.0,247315.0,255063.0,262378.0,269425.0,276504.0,283800.0,291329.0,299025.0,306823.0,314655.0,322464.0,330237.0,338000.0,345715.0,353366.0,360933.0,368400.0,375769.0,383071.0,pop
"BLZ_Unemployment, total (% of total labor force) (modeled ILO estimate)",Belize,BLZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.479999542236301,13.8199996948242,12.6800003051758,14.3100004196167,12.8400001525879,10.859999656677198,9.06999969482422,10.039999961853,10.3859996795654,10.6590003967285,10.9099998474121,9.39000034332275,8.51000022888184,8.18000030517578,8.45899963378906,8.47999954223633,8.425999641418459,8.38500022888184,8.34899997711182,8.24400043487549,7.57800006866455,7.0,6.59499979019165,6.51200008392334,unemployment rate
BOL_Exports of goods and services (% of GDP),Bolivia,BOL,Exports of goods and services (% of GDP),22.551420932100896,22.581870458488197,21.1106024594354,19.698683914165198,16.8808984517562,18.274745971826,19.972148524027396,21.634455069762602,25.6007334787844,31.1383905633221,35.5481435047552,41.771714513684,41.795656624086206,44.9065562326816,35.72262529487671,41.187456156276795,44.091701862134705,47.1661966302817,44.092479540187504,43.2930880145568,30.8682960340979,24.4880055287529,24.9041443556458,25.9887950657509,exports_rate
"BOL_Exports of goods and services, PPP (constant 2017 international $)",Bolivia,BOL,"Exports of goods and services, PPP (constant 2017 international $)",8681209745.118847,9072059902.405584,8901157460.81885,8723560055.501911,7507617067.583545,8331339826.61274,9258487814.451998,10278362535.999653,12492483307.801027,15828834174.405796,18869454647.520676,23236655189.581913,24311191428.133842,27726732461.631695,22796711813.128555,27368815821.834854,30823399358.649845,34661653980.274345,34604930372.24218,35832914638.19504,26790105935.46886,22158953263.775078,23480924427.883263,25538528983.17979,exports
"BOL_Exports of goods and services, PPP (constant 2017 international $) per capita",Bolivia,BOL,"_Exports of goods and services, PPP (constant 2017 international $) per capita",1138.9169235369577,1166.1844107427582,1121.4115981235868,1077.4135553095753,909.235443628953,989.67433506632,1079.0482794995705,1175.6355031686198,1402.7320448431356,1745.3706147261905,2043.8506530785132,2473.18277275841,2543.4269579095335,2852.11784797127,2306.2434881590757,2723.647379566173,3018.068950339916,3340.020827425557,3282.460270079741,3346.8320872413537,2464.652381933025,2008.641123972558,2097.8496126084788,2249.4679431632044,exports_hab
"BOL_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Bolivia,BOL,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",2649.33134919115,2698.27358695676,2578.0616542396647,2465.6030618381797,2072.177464385337,2245.382701155213,2425.370430914639,2617.2294443458973,3092.48512307848,3809.971252072302,4417.025785108804,5293.74614464166,5499.761883548723,6104.812242599811,4911.614133857031,5773.526995377783,6372.493249075573,7305.500125779776,7097.9027193077245,6992.556379987702,5438.522192588466,4361.490405798198,4435.971674353416,4534.761371192626,exports_labor_unit
"BOL_GDP per capita, PPP (constant 2017 international $)",Bolivia,BOL,"GDP per capita, PPP (constant 2017 international $)",5050.311139888139,5164.2507332886,5312.0776646635795,5469.46973718794,5386.17921449768,5415.52991539303,5402.7651466812795,5434.088815168479,5479.26506092333,5605.204967729001,5749.52853108943,5920.711662309721,6085.38581122278,6351.22816631302,6455.97424355548,6612.8079608313,6844.98176046089,7081.386810996741,7444.49009062415,7730.638401483441,7984.4134551855705,8202.55092483578,8423.69680584065,8655.529960015909,gdb_hab
"BOL_GDP, PPP (constant 2017 international $)",Bolivia,BOL,"GDP, PPP (constant 2017 international $)",38495178513.3927,40174085309.1978,42164393356.0052,44284989258.7436,44474037261.9355,45589360527.6762,46356994608.3348,47509227770.4984,48797364802.6674,50833822455.3281,53081406754.7481,55627726704.8012,58166789068.0384,61743172462.3164,63815891539.1866,66449395947.1298,69907483850.4261,73488337955.1974,78482613663.6339,82768211466.3353,86788418466.2342,90489007925.7654,94285208488.0407,98267460721.3149,gdp
BOL_Gross capital formation (% of GDP),Bolivia,BOL,Gross capital formation (% of GDP),15.2440045660824,16.2372201225112,19.631969327727603,23.6065119874651,18.7718522079463,18.1434789209746,14.2684352894899,16.294672718899697,13.232073190732999,11.0217024466094,14.2536210585357,13.865330496498599,15.186654913928,17.5527403387635,16.9712613279851,17.0070184484413,19.8155524217918,17.6729920152076,19.0177268737142,21.0337970213997,20.2812768584297,21.057361848781298,22.22028633308,20.596352574205397,FBCF
"BOL_Labor force, total",Bolivia,BOL,"Labor force, total",3276755.0,3362172.0,3452655.0,3538104.0,3623057.0,3710432.0,3817350.0,3927192.0,4039626.0,4154581.0,4271982.0,4389454.0,4420408.0,4541783.0,4641389.0,4740398.0,4836945.0,4744597.0,4875374.0,5124437.0,4925990.0,5080592.0,5293299.0,5631725.0,labor_force
"BOL_Population, total",Bolivia,BOL,"Population, total",7622338.0,7779267.0,7937458.0,8096761.0,8257066.0,8418264.0,8580235.0,8742814.0,8905823.0,9069039.0,9232306.0,9395446.0,9558439.0,9721454.0,9884781.0,10048590.0,10212954.0,10377676.0,10542376.0,10706517.0,10869730.0,11031813.0,11192854.0,11353142.0,pop
"BOL_Unemployment, total (% of total labor force) (modeled ILO estimate)",Bolivia,BOL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.875,2.88599991798401,2.87400007247925,2.8699998855590803,2.91100001335144,2.89299988746643,2.89000010490417,2.9349999427795397,2.9389998912811297,2.8959999084472696,2.8410000801086404,2.7290000915527304,2.63499999046326,2.6029999256134,2.86299991607666,2.5520000457763703,2.2190001010894798,2.04800009727478,2.3940000534057595,2.0069999694824197,3.0659999847412096,3.5250000953674303,3.67000007629395,3.5339999198913596,unemployment rate
BRA_Exports of goods and services (% of GDP),Brazil,BRA,Exports of goods and services (% of GDP),7.528875038470731,6.7302096831268505,6.98364957530895,7.03050033871807,9.564898260979401,10.1880480043795,12.37171066993,14.2305902713775,15.180783708686098,16.5457615119353,15.2438292665623,14.3743163008972,13.327675103099,13.5340005119683,10.851371131423301,10.8655847746965,11.5825153248769,11.8775598368351,11.7422306432624,11.011942820784302,12.9001914177405,12.4666790443888,12.5230753666957,14.889699893749402,exports_rate
"BRA_Exports of goods and services, PPP (constant 2017 international $)",Brazil,BRA,"Exports of goods and services, PPP (constant 2017 international $)",137237569075.16238,125387556570.23116,134526292751.31168,135886662558.11865,185737006053.0673,206518724930.6695,254268690582.6013,301403736400.15393,325196916391.13995,374852389273.8699,356415239958.5959,349400856751.8248,343623775035.08124,366719265316.0924,293660420224.72345,316181447604.3366,350439209025.48773,366270002598.82086,372977290429.7031,351543349334.12756,397221183645.5389,371297176572.25867,377910832788.1832,455247504001.611,exports
"BRA_Exports of goods and services, PPP (constant 2017 international $) per capita",Brazil,BRA,"_Exports of goods and services, PPP (constant 2017 international $) per capita",847.0414588783738,761.7033333637346,804.5395915873429,800.344332373505,1077.8692794212077,1181.5225311116706,1434.9568449340372,1678.7785438951921,1788.6709479623491,2037.1694911869429,1914.9024199801568,1856.8622325321128,1807.3053931457007,1909.6941832359428,1514.5995626715987,1615.531016039514,1774.2451754233323,1837.8994042792415,1855.2770170097583,1733.75850141115,1942.6700594816043,1800.9879178851659,1818.3316497119433,2173.3372493319152,exports_hab
"BRA_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Brazil,BRA,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",1975.075116142236,1800.8478091112834,1866.5342627714454,1835.228054303484,2428.7389656018813,2631.0528339191214,3161.387670987123,3631.946616109495,3839.9747880727687,4296.319887347966,3972.2998096219176,3847.1173490663327,3736.5103750807707,3922.6959222021515,3080.3517749636158,3320.1189075993193,3686.7881938925016,3752.851089927468,3771.1124803962566,3517.7962563748324,3909.6215709360185,3622.095172667006,3624.6715137355213,4313.415543472787,exports_labor_unit
"BRA_GDP per capita, PPP (constant 2017 international $)",Brazil,BRA,"GDP per capita, PPP (constant 2017 international $)",11250.5713609297,11317.6761085673,11520.3316390879,11383.8886823728,11269.009350767901,11597.143344866201,11598.693852595201,11796.9705534406,11782.4677716666,12312.3344290767,12561.8201732326,12917.916884966698,13560.5451000637,14110.3451381369,13957.679120250901,14868.3301408841,15318.3063061666,15473.712021045601,15800.0389651203,15744.3471113816,15059.234367716599,14446.4128054679,14519.8491302518,14596.2461623842,gdb_hab
"BRA_GDP, PPP (constant 2017 international $)",Brazil,BRA,"GDP, PPP (constant 2017 international $)",1822816401838.41,1863055721496.87,1926303593853.51,1932816385908.83,1941860759886.94,2027068628277.9,2055242782233.93,2117998836677.76,2142161581586.0,2265549331189.56,2338095197250.74,2430730265271.93,2578272447196.59,2709614684821.37,2706205664409.95,2909934938252.49,3025588131731.76,3083714227756.88,3176375100788.15,3192382625440.2,3079188290952.61,2978316641105.62,3017715870282.25,3057465947938.42,gdp
BRA_Gross capital formation (% of GDP),Brazil,BRA,Gross capital formation (% of GDP),17.2923463458623,17.2669463759545,17.763985611095602,18.1647519194741,17.3895597435179,18.9031192683871,18.7418602950836,17.4490794834956,16.8566884007152,17.9125683422575,17.2048834771385,17.8164738964017,19.8193259705999,21.6193828366983,18.7961350502449,21.801321565156805,21.826276094334602,21.4172253653349,21.6937669402108,20.5484107588347,17.4116425416713,14.9695469753696,14.630386283879002,14.8293714110751,FBCF
"BRA_Labor force, total",Brazil,BRA,"Labor force, total",69484734.0,69626959.0,72072769.0,74043475.0,76474668.0,78492808.0,80429456.0,82986830.0,84687253.0,87249646.0,89725161.0,90821471.0,91963822.0,93486539.0,95333404.0,95231965.0,95052710.0,97597798.0,98903783.0,99932834.0,101600929.0,102508951.0,104260712.0,105542232.0,labor_force
"BRA_Population, total",Brazil,BRA,"Population, total",162019896.0,164614688.0,167209040.0,169785250.0,172318675.0,174790340.0,177196054.0,179537520.0,181809246.0,184006481.0,186127103.0,188167356.0,190130443.0,192030362.0,193886508.0,195713635.0,197514534.0,199287296.0,201035903.0,202763735.0,204471769.0,206163058.0,207833831.0,209469333.0,pop
"BRA_Unemployment, total (% of total labor force) (modeled ILO estimate)",Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.4210000038147,7.252999782562259,8.15799999237061,9.42300033569336,10.208000183105499,9.89500045776367,9.60999965667725,9.37100028991699,9.99100017547607,9.10499954223633,9.567999839782711,8.63899993896484,8.326999664306639,7.34299993515015,8.52200031280518,7.73600006103516,6.91699981689453,7.18599987030029,6.97599983215332,6.66099977493286,8.427000045776369,11.6000003814697,12.8219995498657,12.3339996337891,unemployment rate
BRB_Exports of goods and services (% of GDP),Barbados,BRB,Exports of goods and services (% of GDP),46.862525229872205,47.991165334455204,46.4975124378109,42.3932227320861,41.6860367188816,43.23582284687039,40.9723358978556,38.9859971028489,42.9584047359402,41.6867469879518,44.8147663306716,48.0433704801423,48.648997646555394,48.6323876698015,43.580588959802895,46.459188741721896,44.469674718196494,42.606850325379604,41.9805933290571,40.3215990631321,41.443178154825,43.1323447204969,42.1915940136601,41.2875985451686,exports_rate
"BRB_Exports of goods and services, PPP (constant 2017 international $)",Barbados,BRB,"Exports of goods and services, PPP (constant 2017 international $)",1625543312.9599247,1730889141.1677616,1756510178.829982,1661174803.5702078,1638930255.4021223,1775457796.6268144,1642709674.3806982,1575378757.8901846,1773663277.5748625,1745455030.6383927,1950648816.7921555,2214616105.093051,2291915721.1323805,2307194756.5086656,1962544580.5819802,2044338617.034285,1943619364.349773,1853717292.9922056,1800779945.5958328,1727462314.341764,1818990152.0368783,1940054652.5962198,1906756887.1274536,1855074334.9938712,exports
