Pays_indic,Country Name,Country Code,Indicator Name,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Simple Indicator
BLR_Other taxes payable by businesses (% of commercial profits),Belarus,BLR,Other taxes payable by businesses (% of commercial profits),71.7,71.7,55.8,55.8,38.2,19.6,2.2,2.4,1.8,1.8,1.9,2.8,3.1,3.1,other_taxes_entreprise
"BLR_Population, total",Belarus,BLR,"Population, total",9663915.0,9604924.0,9560953.0,9527985.0,9506765.0,9490583.0,9473172.0,9464495.0,9465997.0,9474511.0,9489616.0,9501534.0,9498264.0,9483499.0,pop
BLR_Profit tax (% of commercial profits),Belarus,BLR,Profit tax (% of commercial profits),21.4,21.4,20.8,22.0,22.0,21.9,21.7,12.9,9.7,9.5,11.0,10.9,10.8,11.1,profit_tax
BLR_Research and development expenditure (% of GDP),Belarus,BLR,Research and development expenditure (% of GDP),0.67852,0.66065,0.9620299999999999,0.74147,0.62167,0.65268,0.6776,0.64603,0.65191,0.50548,0.49999,0.50063,0.58411,0.60817,RetD
BLR_Total tax and contribution rate (% of profit),Belarus,BLR,Total tax and contribution rate (% of profit),137.2,137.2,120.8,117.4,99.9,80.8,63.0,54.3,50.5,50.3,51.9,52.7,52.9,53.3,total_tax_contrib
"BLR_Unemployment, total (% of total labor force) (modeled ILO estimate)",Belarus,BLR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.46000003814697,7.68900012969971,6.98199987411499,6.39099979400635,6.099999904632571,6.125999927520749,6.09800004959106,6.07800006866455,6.0630002021789595,5.980999946594241,5.91400003433228,5.84000015258789,5.650000095367429,4.76000022888184,unemployment rate
CAN_Exports of goods and services (% of GDP),Canada,CAN,Exports of goods and services (% of GDP),36.974922161029994,35.5060658474327,34.31935289527,34.4806745383784,28.5880442653753,29.2360830764843,30.7501686514999,30.3530255225878,30.331938668386698,31.7365758733408,31.8499609634443,31.5025724093362,31.4105273580442,32.0772118338597,exports_rate
"CAN_Exports of goods and services, PPP (constant 2017 international $)",Canada,CAN,"Exports of goods and services, PPP (constant 2017 international $)",503906019163.2239,504045868010.6805,520663041824.79095,528381451765.88806,425254035605.08484,448329788402.3922,486387059782.1091,488565820348.0043,499597794950.71216,537736237150.04974,543214701200.109,542670231342.21826,558240975616.2306,581569116794.8118,exports
"CAN_Exports of goods and services, PPP (constant 2017 international $) per capita",Canada,CAN,"_Exports of goods and services, PPP (constant 2017 international $) per capita",15628.02007456216,15475.213389934317,15830.905349878598,15892.548995250898,12645.49535764065,13184.274426021277,14164.140305311423,14073.938351491912,14240.471168725193,15174.242637765678,15214.85872243541,15028.46693286499,15276.142406877321,15693.58316117585,exports_hab
"CAN_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Canada,CAN,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",28475.169184122056,28139.602155112054,28489.254915882935,28444.555328588034,22727.280703334112,23699.45340535516,25516.239403363095,25379.36495347627,25650.854540257857,27489.346724964988,27603.31978866699,27286.435667163965,27684.20225937641,28585.473620233406,exports_labor_unit
"CAN_Foreign direct investment, net inflows (% of GDP)",Canada,CAN,"Foreign direct investment, net inflows (% of GDP)",2.18515008927253,4.888365530592321,8.22207237541267,4.526383170467571,1.52799070082776,1.84167335240663,2.14342522627281,2.6996923048582597,3.62860315845985,3.55827136619029,3.85483388726915,2.2379861953707,1.5369500149136999,2.51475198363084,IDE
"CAN_GDP per capita, PPP (constant 2017 international $)",Canada,CAN,"GDP per capita, PPP (constant 2017 international $)",42266.5394845198,43584.7031220816,46128.2163395932,46091.1777626676,44233.509785614806,45095.8987615749,46061.992263644,46367.497503728395,46948.7668573168,47813.105920202004,47770.415605527,47705.523020752,48633.829775434,48924.39917302981,gdb_hab
"CAN_GDP, PPP (constant 2017 international $)",Canada,CAN,"GDP, PPP (constant 2017 international $)",1362831859303.6,1419604949127.66,1517112060398.29,1532398825834.39,1487524056061.91,1533481031742.59,1581737860674.74,1609611601928.87,1647101428011.97,1694373833195.27,1705542753485.89,1722621963346.05,1777241652943.04,1813028887320.33,gdp
CAN_Gross capital formation (% of GDP),Canada,CAN,Gross capital formation (% of GDP),22.704632512554397,23.6649472894846,23.9705960857485,24.132461100728804,22.0151017791006,23.537314447537497,24.207959446800498,24.867543598009,24.907675073032,24.870707610468102,23.821593394833897,22.7611201594839,23.5321261384882,23.0748303847012,FBCF
"CAN_Labor force, total",Canada,CAN,"Labor force, total",17696331.0,17912331.0,18275769.0,18575838.0,18711171.0,18917305.0,19061863.0,19250514.0,19476848.0,19561623.0,19679325.0,19887912.0,20164604.0,20344918.0,labor_force
CAN_Labor tax and contributions (% of commercial profits),Canada,CAN,Labor tax and contributions (% of commercial profits),12.4,12.4,12.3,12.6,12.5,12.6,12.6,12.7,11.9,12.5,12.7,12.8,12.9,12.6,labor_tax_contrib
CAN_Other taxes payable by businesses (% of commercial profits),Canada,CAN,Other taxes payable by businesses (% of commercial profits),7.9,7.6,6.6,6.7,6.6,6.2,6.2,5.2,4.9,4.7,4.5,4.3,4.2,4.0,other_taxes_entreprise
"CAN_Population, total",Canada,CAN,"Population, total",32243753.0,32571174.0,32889025.0,33247118.0,33628895.0,34004889.0,34339328.0,34714222.0,35082954.0,35437435.0,35702908.0,36109487.0,36543321.0,37057765.0,pop
CAN_Profit tax (% of commercial profits),Canada,CAN,Profit tax (% of commercial profits),27.3,25.1,25.4,24.8,23.2,3.2,1.9,2.3,3.0,3.9,3.9,3.9,3.8,3.9,profit_tax
CAN_Research and development expenditure (% of GDP),Canada,CAN,Research and development expenditure (% of GDP),1.9775900000000002,1.94872,1.90857,1.8604,1.9222700000000001,1.82958,1.79132,1.7766,1.70964,1.7182400000000002,1.69718,1.7301900000000001,1.67165,1.56625,RetD
CAN_Total tax and contribution rate (% of profit),Canada,CAN,Total tax and contribution rate (% of profit),47.5,45.0,44.3,44.1,42.3,22.0,20.7,20.1,19.9,21.1,21.1,21.0,20.9,20.5,total_tax_contrib
"CAN_Unemployment, total (% of total labor force) (modeled ILO estimate)",Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.75799989700317,6.32000017166138,6.03599977493286,6.13700008392334,8.3439998626709,8.05599975585938,7.5110001564025906,7.29199981689453,7.07399988174438,6.91400003433228,6.906000137329099,6.999000072479251,6.34000015258789,5.830999851226809,unemployment rate
COL_Exports of goods and services (% of GDP),Colombia,COL,Exports of goods and services (% of GDP),16.9710437391629,17.728587750652498,16.4331421263646,18.1095951350739,16.4244956875755,16.340844759769098,19.2765050733171,18.811205283665398,18.0864397214368,16.6347491096509,15.6502115094968,14.7171392781975,15.1452897484005,15.893911440050099,exports_rate
"COL_Exports of goods and services, PPP (constant 2017 international $)",Colombia,COL,"Exports of goods and services, PPP (constant 2017 international $)",73465077009.81007,81899188841.28957,81030015791.89923,92228421062.40027,84599835099.17775,87952070988.32312,110961441924.30315,112519755168.40752,113738737269.8033,109316025021.45503,105886119539.85329,101651616686.21494,106030873680.8074,114070759455.32239,exports
"COL_Exports of goods and services, PPP (constant 2017 international $) per capita",Colombia,COL,"_Exports of goods and services, PPP (constant 2017 international $) per capita",1722.6022413668402,1895.7750173147908,1852.6434652226956,2084.0239388785576,1890.4968270915997,1944.865585937786,2430.021170743476,2442.0617350384496,2446.231502826194,2327.4720937287216,2228.211980691544,2110.047024472398,2167.8841110351404,2296.986182801316,exports_hab
"COL_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Colombia,COL,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",3728.1889003465553,4132.967659197136,4065.5854003767568,4502.733618757093,3889.4587508384766,3919.66629153988,4808.608177556986,4731.255132496141,4731.098979849234,4466.264079036915,4226.155185358092,3997.137547915831,4099.430877828394,4347.937232751431,exports_labor_unit
"COL_Foreign direct investment, net inflows (% of GDP)",Colombia,COL,"Foreign direct investment, net inflows (% of GDP)",7.028894268651121,4.176882374449931,4.30967543381153,4.36198207878709,3.4573268688678396,2.24383070981721,4.37298435526367,4.05475909597831,4.24227326182844,4.24250654263701,3.9947755306104904,4.896244055921231,4.4364918287120805,3.45809188974612,IDE
"COL_GDP per capita, PPP (constant 2017 international $)",Colombia,COL,"GDP per capita, PPP (constant 2017 international $)",10150.2433665391,10693.3222430253,11273.8236606035,11507.843898963301,11510.2275470271,11901.8668528448,12606.1293865305,12981.9525023152,13525.2240933124,13991.627276051899,14237.5838137359,14337.3449458231,14313.916386209099,14451.9880550818,gdb_hab
"COL_GDP, PPP (constant 2017 international $)",Colombia,COL,"GDP, PPP (constant 2017 international $)",432884848680.69604,461961155582.036,493088997641.53,509279309528.992,515083304281.752,538234542224.27795,575630496826.4089,598152821531.927,628861948628.814,657154636363.188,676579479297.1321,690702280957.586,700091417478.5289,717700988114.7471,gdp
COL_Gross capital formation (% of GDP),Colombia,COL,Gross capital formation (% of GDP),21.656241308091502,22.9389629039528,23.4542806868515,23.720921448566198,21.9875830884376,21.888762268867396,22.9955914400596,22.1046440622529,22.1825448506007,24.0033136584861,23.7736922946916,23.1674195572494,21.5993768407696,21.325528865610302,FBCF
"COL_Labor force, total",Colombia,COL,"Labor force, total",19705299.0,19816073.0,19930713.0,20482762.0,21751056.0,22438663.0,23075584.0,23782221.0,24040659.0,24475943.0,25054953.0,25431103.0,25864779.0,26235604.0,labor_force
COL_Labor tax and contributions (% of commercial profits),Colombia,COL,Labor tax and contributions (% of commercial profits),31.8,32.3,32.7,33.4,33.9,33.9,28.8,28.8,28.8,30.1,18.6,18.6,18.6,18.6,labor_tax_contrib
COL_Other taxes payable by businesses (% of commercial profits),Colombia,COL,Other taxes payable by businesses (% of commercial profits),33.1,33.1,33.1,30.6,32.1,32.1,32.1,31.4,31.5,31.5,31.5,31.9,31.8,31.6,other_taxes_entreprise
"COL_Population, total",Colombia,COL,"Population, total",42647731.0,43200901.0,43737512.0,44254972.0,44750054.0,45222699.0,45662747.0,46075721.0,46495492.0,46967706.0,47520667.0,48175048.0,48909844.0,49661056.0,pop
COL_Profit tax (% of commercial profits),Colombia,COL,Profit tax (% of commercial profits),21.8,21.6,21.4,18.7,17.0,17.0,18.3,18.5,18.5,18.2,22.1,21.7,21.8,21.7,profit_tax
COL_Research and development expenditure (% of GDP),Colombia,COL,Research and development expenditure (% of GDP),0.15131,0.1499,0.18498,0.20164,0.196,0.19532,0.20625,0.23399999999999999,0.27128,0.30563,0.28975,0.26694,0.24294000000000002,0.23699,RetD
COL_Total tax and contribution rate (% of profit),Colombia,COL,Total tax and contribution rate (% of profit),86.7,86.9,87.2,82.8,83.0,83.0,79.1,78.7,78.8,79.9,72.3,72.2,72.3,71.9,total_tax_contrib
"COL_Unemployment, total (% of total labor force) (modeled ILO estimate)",Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.869999885559098,11.5260000228882,11.204000473022498,11.2729997634888,12.065999984741199,10.9840002059937,10.111000061035199,9.73999977111816,9.052000045776369,8.57199954986572,8.298999786376951,8.69200038909912,8.87199974060059,9.11100006103516,unemployment rate
CZE_Exports of goods and services (% of GDP),Czech Republic,CZE,Exports of goods and services (% of GDP),61.813226864735,64.875423442478,66.1007691863238,62.951648090708105,58.345429808412106,65.54300540713821,70.8218671927368,75.64618656503251,76.05838161576771,81.9542745743788,80.5587781149995,79.10707663096349,79.02713949811209,76.9719932420815,exports_rate
"CZE_Exports of goods and services, PPP (constant 2017 international $)",Czech Republic,CZE,"Exports of goods and services, PPP (constant 2017 international $)",192517401213.75778,215727517673.47073,232045830606.6872,226927610352.4967,200527705106.6364,230750073893.98312,253723972745.12943,268879992688.95282,270221017804.51312,297754528242.182,308455392461.1184,310582258827.03723,326305336797.76624,327930417581.7432,exports
"CZE_Exports of goods and services, PPP (constant 2017 international $) per capita",Czech Republic,CZE,"_Exports of goods and services, PPP (constant 2017 international $) per capita",18853.523538602825,21069.39342375681,22531.28517212708,21852.31446522286,19200.39581884037,22029.887496668845,24173.19412195567,25581.342657941612,25700.40206345367,28289.28378724065,29248.40383133817,29393.573742244444,30799.68345633494,30849.73083371244,exports_hab
"CZE_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Czech Republic,CZE,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",37162.28591173969,41596.6441697063,44746.38163066558,43597.90339628356,38198.31445968118,44025.97291053336,48488.78590069575,51021.04574341104,50760.9545631832,55921.741223881894,57791.038688146386,57637.242619893565,60209.002232986066,60134.29619633012,exports_labor_unit
"CZE_Foreign direct investment, net inflows (% of GDP)",Czech Republic,CZE,"Foreign direct investment, net inflows (% of GDP)",10.0115335790166,4.56406980590854,7.26437054022737,3.72245749433628,2.54134141893611,4.8633650193690094,1.82465874546556,4.51656746777655,3.47571024002001,3.86353982265705,0.904050969999615,5.528352753864191,5.13872541173649,3.34446619477035,IDE
"CZE_GDP per capita, PPP (constant 2017 international $)",Czech Republic,CZE,"GDP per capita, PPP (constant 2017 international $)",30500.791650725,32476.6950345041,34086.2677537325,34712.855227770204,32908.1401609148,33611.347785815095,34132.3874675176,33817.094845818196,33790.3614532414,34518.3749525674,36306.9109484077,37156.693173439104,38973.5521897142,40079.163257067004,gdb_hab
"CZE_GDP, PPP (constant 2017 international $)",Czech Republic,CZE,"GDP, PPP (constant 2017 international $)",311450171716.55,332525795172.26,351048608757.638,360479220536.868,343690509719.623,352059037361.22,358256542509.16205,355444213249.003,355281051297.69604,363317874251.88,382894824969.65295,392609956092.69104,412902882313.69104,426038619722.868,gdp
CZE_Gross capital formation (% of GDP),Czech Republic,CZE,Gross capital formation (% of GDP),29.5512145266574,30.3827288430281,32.3943078087427,31.3311121334897,26.800790022051803,27.3598689664327,27.1909200720868,26.3598482921618,25.0131854916867,26.010121115587,27.9832480718333,26.023974368302003,26.3716254172828,27.2019532736303,FBCF
"CZE_Labor force, total",Czech Republic,CZE,"Labor force, total",5180451.0,5186176.0,5185801.0,5205012.0,5249648.0,5241226.0,5232632.0,5269982.0,5323403.0,5324486.0,5337426.0,5388569.0,5419544.0,5453301.0,labor_force
CZE_Labor tax and contributions (% of commercial profits),Czech Republic,CZE,Labor tax and contributions (% of commercial profits),39.5,39.5,39.5,39.5,39.5,38.4,38.4,38.4,38.4,38.4,38.4,38.4,38.4,38.4,labor_tax_contrib
CZE_Other taxes payable by businesses (% of commercial profits),Czech Republic,CZE,Other taxes payable by businesses (% of commercial profits),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9,2.6,2.6,2.6,2.6,2.6,other_taxes_entreprise
"CZE_Population, total",Czech Republic,CZE,"Population, total",10211216.0,10238905.0,10298828.0,10384603.0,10443936.0,10474410.0,10496088.0,10510785.0,10514272.0,10525347.0,10546059.0,10566332.0,10594438.0,10629928.0,pop
CZE_Profit tax (% of commercial profits),Czech Republic,CZE,Profit tax (% of commercial profits),7.2,6.7,6.2,6.2,4.9,5.1,5.3,5.3,5.3,5.6,5.6,5.1,5.1,5.2,profit_tax
CZE_Research and development expenditure (% of GDP),Czech Republic,CZE,Research and development expenditure (% of GDP),1.16835,1.23173,1.3022799999999999,1.2393299999999998,1.2943799999999999,1.3368799999999998,1.55571,1.7823099999999998,1.89973,1.97285,1.92923,1.68015,1.79079,1.92829,RetD
CZE_Total tax and contribution rate (% of profit),Czech Republic,CZE,Total tax and contribution rate (% of profit),48.7,48.2,47.7,47.7,46.4,45.4,45.7,45.7,45.6,46.5,46.5,46.1,46.1,46.1,total_tax_contrib
